PortfolioId;Date;Security;ISIN;Bloomberg;SecurityCcy;Quantity;Price;ValueSecurityCcy;ValueAccountCcy;AccountCcy;AccruedInterest
00304902.001;02/03/2023;FONDS GENERAL NATLIFE;MAS_LIQ_13;;EUR;4.41400;1689.49000;7457.41;7457.41;EUR;0.00
00304902.001;02/03/2023;PHOENIX MEMOIRE BOUYGUES;XS2263583580;;EUR;400000.00000;97.16000;388640.00;388640;EUR;0.00
00304902.001;02/03/2023;MIMAR CLASS A - EUR;LU1263017078;MIABRAE LX Equity;EUR;10267.53860;96.60110;991855.52;991855.52;EUR;0.00
00304902.001;02/03/2023;MWM1/DEUS SERIE A1;LU1377518797;;EUR;1990.41529;164.96000;328338.91;328338.91;EUR;0.00
00304902.001;02/03/2023;ABERDEEN STANDARD CHINA A - PART I ACC E;LU1129205529;ABCAH2A LX Equity;EUR;21037.00000;19.00490;399806.08;399806.08;EUR;0.00
00304902.001;02/03/2023;ALIVE;LU0828227800;;EUR;1309.51700;1383.74000;1812031.05;1812031.05;EUR;0.00
00304902.001;02/03/2023;ESSLING CO-INVEST 3 FF - A2;LU1985103511;;EUR;859511.77000;1.31000;1125960.42;1125960.42;EUR;0.00
00304902.002;02/03/2023;ISHARES MSCI USA ESG Enhanced UCITS ETF USD;IE00BHZPJ908;EDMU SW Equity;USD;101911.00000;7.10600;724179.57;683335.84;EUR;0.00
00304902.002;02/03/2023;ISHARES MSCI CHINA USD ACC;IE00BJ5JPG56;ICHN NA Equity;USD;65903.00000;4.68220;308571.03;291167.62;EUR;0.00
00304902.002;02/03/2023;PARVEST MONEY MARKET I CAP;LU0102011102;PARSHTI LX Equity;USD;5800.00000;104.71410;607341.78;573087.7;EUR;0.00
00304902.002;02/03/2023;AMUNDI PHYSICAL GOLD ETC - USD;FR0013416716;GOLD NA Equity;USD;5625.00000;73.08000;411075.00;387890.37;EUR;0.00
00304902.002;02/03/2023;;;;;0.00000;0.00000;0.00;0;EUR;0.00
00304902.002;02/03/2023;;;;;0.00000;0.00000;0.00;0;GBP;0.00
00304902.002;02/03/2023;;;;;0.00000;0.00000;0.00;0;CHF;0.00
00304902.002;02/03/2023;;;;;0.00000;0.00000;0.00;21552.58;USD;0.00
00304905.002;02/03/2023;;;;;0.00000;0.00000;0.00;931.64;DKK;0.00
00304905.002;02/03/2023;;;;;0.00000;0.00000;0.00;0;GBP;0.00
00304905.002;02/03/2023;;;;;0.00000;0.00000;0.00;0;SEK;0.00
00304905.002;02/03/2023;;;;;0.00000;0.00000;0.00;0;CAD;0.00
00304905.002;02/03/2023;;;;;0.00000;0.00000;0.00;30647.31;CHF;0.00
00304905.002;02/03/2023;;;;;0.00000;0.00000;0.00;2185602.35;EUR;0.00
00304905.002;02/03/2023;;;;;0.00000;0.00000;0.00;0.77;USD;0.00
00304905.002;02/03/2023;;;;;0.00000;0.00000;0.00;0;NOK;0.00
00304905.002;02/03/2023;RENAULT SA;FR0000131906;RNO FP Equity;EUR;1700.00000;42.42500;72122.50;72122.5;EUR;0.00
00304905.002;02/03/2023;BNP PARIBAS SA;FR0000131104;BNP FP Equity;EUR;1500.00000;63.37000;95055.00;95055;EUR;0.00
00304905.002;02/03/2023;L'OREAL;FR0000120321;OR FP Equity;EUR;130.00000;378.35000;49185.50;49185.5;EUR;0.00
00304905.002;02/03/2023;LVMH MOET VUITTON;FR0000121014;MC FP Equity;EUR;125.00000;804.30000;100537.50;100537.5;EUR;0.00
00304905.002;02/03/2023;Pernod Ricard SA;FR0000120693;RI FP Equity;EUR;250.00000;201.20000;50300.00;50300;EUR;0.00
00304905.002;02/03/2023;PLASTIC OMNIUM;FR0000124570;POM FP Equity;EUR;2000.00000;17.00000;34000.00;34000;EUR;0.00
00304905.002;02/03/2023;KERING (EX-PPR);FR0000121485;KER FP Equity;EUR;100.00000;571.70000;57170.00;57170;EUR;0.00
00304905.002;02/03/2023;SAFRAN;FR0000073272;SAF FP Equity;EUR;400.00000;133.78000;53512.00;53512;EUR;0.00
00304905.002;02/03/2023;AIR LIQUIDE SA;FR0000120073;AI FP Equity;EUR;715.00000;149.56000;106935.40;106935.4;EUR;0.00
00304905.002;02/03/2023;EDP RENOVAVEIS BR;ES0127797019;EDPR PL Equity;EUR;5000.00000;20.37000;101850.00;101850;EUR;0.00
00304905.002;02/03/2023;TELEPERFORMANCE;FR0000051807;TEP FP Equity;EUR;350.00000;245.00000;85750.00;85750;EUR;0.00
00304905.002;02/03/2023;HERMES INTERNATIONAL;FR0000052292;RMS FP Equity;EUR;40.00000;1728.00000;69120.00;69120;EUR;0.00
00304905.002;02/03/2023;NOVO-NORDISK -B-;DK0060534915;NOVOB DC Equity;DKK;300.00000;1005.00000;301500.00;40514.97;EUR;0.00
00304905.002;02/03/2023;NESTLE NOM.;CH0038863350;NESN SW Equity;CHF;800.00000;107.74000;86192.00;86309.38;EUR;0.00
00304905.002;02/03/2023;LYXOR ETF C/40 DD;FR0010411884;BX4 FP Equity;EUR;200000.00000;0.92490;184980.00;184980;EUR;0.00
00304905.002;02/03/2023;ALSTOM SA;FR0010220475;ALO FP Equity;EUR;2700.00000;27.58000;74466.00;74466;EUR;0.00
00304905.002;02/03/2023;OSTRUM CREDIT ULTRA SHORT PLUS;FR0007053749;NUSTBDP FP Equity;EUR;850.00000;1573.26000;1337271.00;1337271;EUR;0.00
00304905.002;02/03/2023;DASSAULT SYSTEMES SA;FR0014003TT8;DSY FP Equity;EUR;1600.00000;36.48500;58376.00;58376;EUR;0.00
00304905.002;02/03/2023;EUROAPI;FR0014008VX5;EAPI FP Equity;EUR;26.00000;15.52500;403.65;403.65;EUR;0.00
00304905.002;02/03/2023;NEU.BERMAN 5G CONNECTIVITY EURHIACC;IE00BMPRXW24;NB5GCEI ID Equity;EUR;8500.00000;8.34000;70890.00;70890;EUR;0.00
00304905.002;02/03/2023;FIRST TRUST CYBERSECURITY ETF A EUR;IE00BF16M727;CIBR IM Equity;EUR;3620.00000;25.02500;90590.50;90590.5;EUR;0.00
00304905.002;02/03/2023;LINDE;IE000S9YS762;LIN GY Equity;USD;150.00000;331.90000;49785.00;46977.13;EUR;0.00
00304905.002;02/03/2023;LYXOR INDEX FUND EU 600 BANKS;LU1834983477;BNK FP Equity;EUR;7500.00000;23.98600;179895.00;179895;EUR;0.00
00304905.002;02/03/2023;NOVAVAX;US6700024010;NVAX UB Equity;USD;200.00000;6.91000;1382.00;1304.06;EUR;0.00
00304905.002;02/03/2023;NVIDIA Corp;US67066G1040;NVDA US Equity;USD;772.00000;233.14000;179984.08;169832.98;EUR;0.00
00304905.002;02/03/2023;PELOTON INTERACTIVE;US70614W1009;PTON UB Equity;USD;800.00000;12.90000;10320.00;9737.95;EUR;0.00
00304905.002;02/03/2023;NIKE - CLASSE B;US6541061031;NKE US Equity;USD;750.00000;119.58000;89685.00;84626.77;EUR;0.00
00304905.002;02/03/2023;MICROSOFT;US5949181045;MSFT US Equity;USD;500.00000;251.11000;125555.00;118473.7;EUR;0.00
00304905.002;02/03/2023;JOYY INC;US46591M1099;YY UB Equity;USD;500.00000;32.46000;16230.00;15314.63;EUR;0.00
00304905.002;02/03/2023;QUALCOMM;US7475251036;QCOM US Equity;USD;686.00000;123.78000;84913.08;80123.98;EUR;0.00
00304905.002;02/03/2023;BPCE 5.7%  22.10.23;US05578UAA25;EJ886655     Corp;USD;400000.00000;99.52700;398108.00;375654.71;EUR;8233.33
00304905.002;02/03/2023;BAIDU INC -A-/A.D.R.;US0567521085;BIDU US Equity;USD;250.00000;150.23000;37557.50;35439.26;EUR;0.00
00304905.002;02/03/2023;APPLE INC;US0378331005;AAPL US Equity;USD;400.00000;145.91000;58364.00;55072.27;EUR;0.00
00304905.002;02/03/2023;AMAZON;US0231351067;AMZN US Equity;USD;740.00000;92.13000;68176.20;64331.06;EUR;0.00
00304905.002;02/03/2023;CAESARS ENTERTAINMENT;US12769G1004;CZR UB Equity;USD;1500.00000;52.24000;78360.00;73940.5;EUR;0.00
00304905.002;02/03/2023;ALPHABET INC;US02079K3059;GOOGL US Equity;USD;1000.00000;92.00000;92000.00;86811.2;EUR;0.00
00304905.002;02/03/2023;STELLANTIS;NL00150001Q9;STLAP FP Equity;EUR;3000.00000;17.16800;51504.00;51504;EUR;0.00
00304905.002;02/03/2023;ASML HOLDING NV;NL0010273215;ASML NA Equity;EUR;170.00000;577.50000;98175.00;98175;EUR;0.00
00304905.002;02/03/2023;AIRBUS GROUP;NL0000235190;AIR FP Equity;EUR;200.00000;122.90000;24580.00;24580;EUR;0.00
00304907.001;02/03/2023;TAP 5.625% 2019-02.12.2024;PTTAPDOM0005;ZQ672439     Corp;EUR;100000.00000;95.77500;95775.00;95775;EUR;953.13
00304907.001;02/03/2023;ADOBE;US00724F1012;ADBE UB Equity;USD;75.00000;333.56000;25017.00;23606.04;EUR;0.00
00304907.001;02/03/2023;APPLE INC;US0378331005;AAPL US Equity;USD;210.00000;145.91000;30641.10;28912.94;EUR;0.00
00304907.001;02/03/2023;BERKSHIRE HATHAWAY;US0846707026;BRK/B US Equity;USD;100.00000;307.75000;30775.00;29039.29;EUR;0.00
00304907.001;02/03/2023;TEVA PHARMA FIN 2.8%  21.07.2023;US88167AAD37;LW925827     Corp;USD;100000.00000;99.08000;99080.00;93491.89;EUR;318.89
00304907.001;02/03/2023;THERMO FISHER SCIENTIFIC;US8835561023;TMO US Equity;USD;60.00000;548.75000;32925.00;31068.03;EUR;0.00
00304907.001;02/03/2023;BOMBARDIER 7.5% 15.3.2025;USC10602BA41;EK780258     Corp;USD;87000.00000;99.77100;86800.77;81905.21;EUR;3026.88
00304907.001;02/03/2023;ALSEA SA 7.75 % REGS-14.12.26;USP0R38AAA53;BS879295     Corp;USD;200000.00000;100.50000;201000.00;189663.6;EUR;3358.33
00304907.001;02/03/2023;NIDDA HLTHC HLD 3.5%-30.09.24;XS1690644668;AP172572     Corp;EUR;100000.00000;98.15700;98157.00;98157;EUR;1477.78
00304907.001;02/03/2023;COTY 4.75% 15.04.2026;XS1801788305;AR860154     Corp;EUR;100000.00000;97.82800;97828.00;97828;EUR;1807.64
00304907.001;02/03/2023;GRUPO ANTOLIN 3.375 % 30.04.26;XS1812087598;AS262653     Corp;EUR;150000.00000;84.95400;127431.00;127431;EUR;1715.63
00304907.001;02/03/2023;FERRARI 1.50% - 16.3.23;XS1380394806;JK317927     Corp;EUR;100000.00000;99.95000;99950.00;99950;EUR;1442.47
00304907.001;02/03/2023;MPT 3.325% 24.03.2025;XS1523028436;AM838143     Corp;EUR;100000.00000;86.02800;86028.00;86028;EUR;3124.59
00304907.001;02/03/2023;ADIENT GLOBAL HOLDING 3.5% 15.08.24;XS1468662801;QZ096767     Corp;EUR;100000.00000;100.20800;100208.00;100208;EUR;145.03
00304907.001;02/03/2023;AVIS BUDGET 4.125 % 15.11.24;XS1496337236;QZ624853     Corp;EUR;200000.00000;99.28800;198576.00;198576;EUR;2452.08
00304907.001;02/03/2023;ROLLS ROYCE 4.625 %-16.02.26;XS2244322082;ZO924656     Corp;EUR;200000.00000;98.06300;196126.00;196126;EUR;411.11
00304907.001;02/03/2023;TI AUTOMOTIVE FIN 3.75% 15.04.29;XS2331728126;BO943252     Corp;EUR;100000.00000;75.32100;75321.00;75321;EUR;1427.08
00304907.001;02/03/2023;MAHLE 2.375% EMTN 14.05.2028;XS2341724172;BP386606@STGT     Corp;EUR;100000.00000;73.00000;73000.00;73000;EUR;1900.00
00304907.001;02/03/2023;DUFRY ONE 3.375% 2021-15.04.28;XS2333564503;BP067526     Corp;EUR;100000.00000;84.45600;84456.00;84456;EUR;1284.38
00304907.001;02/03/2023;SOFIMA HDLG 3.75%-15.01.28;XS2275090749;BM945751     Corp;EUR;100000.00000;86.74800;86748.00;86748;EUR;489.58
00304907.001;02/03/2023;PUBLIC POWER 3.875% 2021-30.03.26;XS2314265237;BO457023     Corp;EUR;100000.00000;93.86900;93869.00;93869;EUR;1636.11
00304907.001;02/03/2023;SPA HLDGS 3.625 %-04.02.28;XS2319950130;BO455323     Corp;EUR;100000.00000;85.04600;85046.00;85046;EUR;1520.49
00304907.001;02/03/2023;3.25 K+S AG 18.07.2024;XS1854830889;AT277304     Corp;EUR;100000.00000;99.65800;99658.00;99658;EUR;2021.23
00304907.001;02/03/2023;GESTAMP AUTOMOCION 30.04.26;XS1814065345;AS303257     Corp;EUR;100000.00000;94.52300;94523.00;94523;EUR;1101.39
00304907.001;02/03/2023;KONGSBERG 5% 15.07.25 REG S;XS1843461689;AT519141     Corp;EUR;100000.00000;96.55900;96559.00;96559;EUR;474.75
00304907.001;02/03/2023;LINCOLN 3.625% 01.04.24;XS1974797364;AX915669     Corp;EUR;100000.00000;99.84900;99849.00;99849;EUR;754.40
00304907.001;02/03/2023;SUMMER BC HB 5.75% 31.10.26 REG S;XS2067263850;ZR989839     Corp;EUR;100000.00000;88.56300;88563.00;88563;EUR;1948.61
00304907.001;02/03/2023;INTRUM 3.5% 2019-15.07.2026;XS2034925375;AZ730541     Corp;EUR;100000.00000;86.79800;86798.00;86798;EUR;456.94
00304907.001;02/03/2023;CHEPLAPHARM ARZ 3.5% 11.02.27;XS2112973107;ZP659320     Corp;EUR;100000.00000;88.72300;88723.00;88723;EUR;165.28
00304907.001;02/03/2023;LOXAM 4.5% 15.02.2027;XS2401886788;BT981660     Corp;EUR;100000.00000;92.52000;92520.00;92520;EUR;2087.50
00304907.001;02/03/2023;ENERGIZER 3.5%-30.06.29;XS2353416386;BP995671     Corp;EUR;100000.00000;79.16800;79168.00;79168;EUR;602.78
00304907.001;02/03/2023;PICARD BONDCO 5.375% 01.07.2027;XS2361344315;BQ295420     Corp;EUR;100000.00000;85.37500;85375.00;85375;EUR;1149.65
00304907.001;02/03/2023;CHORUS 3.625% EMTN 07.09.29;XS2521013909;BY662202     Corp;EUR;100000.00000;96.23200;96232.00;96232;EUR;1747.95
00304907.001;02/03/2023;FAURECIA 7.25 % 15.06.26;XS2553825949;ZN213735     Corp;EUR;150000.00000;102.84600;154269.00;154269;EUR;3232.29
00304907.001;02/03/2023;AS SICAV I CHINA A S A XACC H EUR;LU1970471600;ABCAXAE LX Equity;EUR;2250.00000;11.49140;25855.65;25855.65;EUR;0.00
00304907.001;02/03/2023;INVESCO JAPANESE EQTY ADV -C- CAP;LU0955866511;IJEACEH LX Equity;EUR;1250.00000;20.43000;25537.50;25537.5;EUR;0.00
00304907.001;02/03/2023;AMUNDI CASH USD IUC;LU0568621022;SOGMUBC LX Equity;USD;449.91900;1121.45000;504561.66;476104.38;EUR;0.00
00304907.001;02/03/2023;AXA IM FIIS-US-SH DU HY-Z-;LU0997546642;AXUSHZA LX Equity;USD;250.00000;121.10000;30275.00;28567.49;EUR;0.00
00304907.001;02/03/2023;RECKITT BENCKISER;GB00B24CGK77;RKT LN Equity;GBP;152.00000;59.18000;8995.36;10140.47;EUR;0.00
00304907.001;02/03/2023;PIMCO DIV INCOME FD-EHDG INC;IE00B28D5Z40;PIMINEH ID Equity;EUR;265000.00000;7.77000;2059050.00;2059050;EUR;0.00
00304907.001;02/03/2023;PIMCO DYNAMIC BOND FUND DIS;IE00B550HH55;PUAIEHI ID Equity;EUR;21900.00000;8.82000;193158.00;193158;EUR;0.00
00304907.001;02/03/2023;PIMCO DIVERSIFIED INCOME I CHFH INC;IE00B7VCGY95;PIMICHI ID Equity;CHF;72890.00000;7.23000;526994.70;527712.39;EUR;0.00
00304907.001;02/03/2023;WT PHYSICAL GOLD DAILY HDG ETF;JE00B8DFY052;GBSE IM Equity;EUR;11500.00000;10.55400;121371.00;121371;EUR;0.00
00304907.001;02/03/2023;NESTLE NOM.;CH0038863350;NESN SW Equity;CHF;400.00000;107.74000;43096.00;43154.69;EUR;0.00
00304907.001;02/03/2023;ROCHE HOLDING;CH0012032048;ROG SW Equity;CHF;95.00000;273.90000;26020.50;26055.94;EUR;0.00
00304907.001;02/03/2023;THYSSENKRUPP 2.875% 22.02.2024;DE000A2TEDB8;AX282712     Corp;EUR;100000.00000;98.62700;98627.00;98627;EUR;63.01
00304907.001;02/03/2023;;;;;0.00000;0.00000;0.00;29837.71;USD;0.00
00304907.001;02/03/2023;;;;;0.00000;0.00000;0.00;125983.2;CHF;0.00
00304907.001;02/03/2023;;;;;0.00000;0.00000;0.00;11846.73;GBP;0.00
00304907.001;02/03/2023;;;;;0.00000;0.00000;0.00;306564.82;EUR;0.00
00304908.001;02/03/2023;;;;;0.00000;0.00000;0.00;11846.73;GBP;0.00
00304908.001;02/03/2023;;;;;0.00000;0.00000;0.00;306727.3;EUR;0.00
00304908.001;02/03/2023;;;;;0.00000;0.00000;0.00;29837.72;USD;0.00
00304908.001;02/03/2023;;;;;0.00000;0.00000;0.00;125983.2;CHF;0.00
00304908.001;02/03/2023;THYSSENKRUPP 2.875% 22.02.2024;DE000A2TEDB8;AX282712     Corp;EUR;100000.00000;98.62700;98627.00;98627;EUR;63.01
00304908.001;02/03/2023;ROCHE HOLDING;CH0012032048;ROG SW Equity;CHF;95.00000;273.90000;26020.50;26055.94;EUR;0.00
00304908.001;02/03/2023;NESTLE NOM.;CH0038863350;NESN SW Equity;CHF;400.00000;107.74000;43096.00;43154.69;EUR;0.00
00304908.001;02/03/2023;WT PHYSICAL GOLD DAILY HDG ETF;JE00B8DFY052;GBSE IM Equity;EUR;11500.00000;10.55400;121371.00;121371;EUR;0.00
00304908.001;02/03/2023;COMGEST GROWTH JAPAN -Z- HEDGED EUR;IE00BZ0X9Y02;CGJZHEZ ID Equity;EUR;3150.00000;11.80000;37170.00;37170;EUR;0.00
00304908.001;02/03/2023;PIMCO DIVERSIFIED INCOME I CHFH INC;IE00B7VCGY95;PIMICHI ID Equity;CHF;72890.00000;7.23000;526994.70;527712.39;EUR;0.00
00304908.001;02/03/2023;PIMCO DYNAMIC BOND FUND DIS;IE00B550HH55;PUAIEHI ID Equity;EUR;21900.00000;8.82000;193158.00;193158;EUR;0.00
00304908.001;02/03/2023;PIMCO DIV INCOME FD-EHDG INC;IE00B28D5Z40;PIMINEH ID Equity;EUR;265000.00000;7.77000;2059050.00;2059050;EUR;0.00
00304908.001;02/03/2023;RECKITT BENCKISER;GB00B24CGK77;RKT LN Equity;GBP;152.00000;59.18000;8995.36;10140.47;EUR;0.00
00304908.001;02/03/2023;AXA IM FIIS-US-SH DU HY-Z-;LU0997546642;AXUSHZA LX Equity;USD;250.00000;121.10000;30275.00;28567.49;EUR;0.00
00304908.001;02/03/2023;AMUNDI CASH USD IUC;LU0568621022;SOGMUBC LX Equity;USD;449.91900;1121.45000;504561.66;476104.38;EUR;0.00
00304908.001;02/03/2023;INVESCO JAPANESE EQTY ADV -C- CAP;LU0955866511;IJEACEH LX Equity;EUR;1250.00000;20.43000;25537.50;25537.5;EUR;0.00
00304908.001;02/03/2023;AS SICAV I CHINA A S A XACC H EUR;LU1970471600;ABCAXAE LX Equity;EUR;2250.00000;11.49140;25855.65;25855.65;EUR;0.00
00304908.001;02/03/2023;FAURECIA 7.25 % 15.06.26;XS2553825949;ZN213735     Corp;EUR;150000.00000;102.84600;154269.00;154269;EUR;3232.29
00304908.001;02/03/2023;CHORUS 3.625% EMTN 07.09.29;XS2521013909;BY662202     Corp;EUR;100000.00000;96.23200;96232.00;96232;EUR;1747.95
00304908.001;02/03/2023;PICARD BONDCO 5.375% 01.07.2027;XS2361344315;BQ295420     Corp;EUR;100000.00000;85.37500;85375.00;85375;EUR;1149.65
00304908.001;02/03/2023;ENERGIZER 3.5%-30.06.29;XS2353416386;BP995671     Corp;EUR;100000.00000;79.16800;79168.00;79168;EUR;602.78
00304908.001;02/03/2023;MAHLE 2.375% EMTN 14.05.2028;XS2341724172;BP386606@STGT     Corp;EUR;100000.00000;73.00000;73000.00;73000;EUR;1900.00
00304908.001;02/03/2023;LOXAM 4.5% 15.02.2027;XS2401886788;BT981660     Corp;EUR;100000.00000;92.52000;92520.00;92520;EUR;2087.50
00304908.001;02/03/2023;CHEPLAPHARM ARZ 3.5% 11.02.27;XS2112973107;ZP659320     Corp;EUR;100000.00000;88.72300;88723.00;88723;EUR;165.28
00304908.001;02/03/2023;INTRUM 3.5% 2019-15.07.2026;XS2034925375;AZ730541     Corp;EUR;100000.00000;86.79800;86798.00;86798;EUR;456.94
00304908.001;02/03/2023;SUMMER BC HB 5.75% 31.10.26 REG S;XS2067263850;ZR989839     Corp;EUR;100000.00000;88.56300;88563.00;88563;EUR;1948.61
00304908.001;02/03/2023;LINCOLN 3.625% 01.04.24;XS1974797364;AX915669     Corp;EUR;100000.00000;99.84900;99849.00;99849;EUR;754.40
00304908.001;02/03/2023;KONGSBERG 5% 15.07.25 REG S;XS1843461689;AT519141     Corp;EUR;100000.00000;96.55900;96559.00;96559;EUR;474.75
00304908.001;02/03/2023;3.25 K+S AG 18.07.2024;XS1854830889;AT277304     Corp;EUR;100000.00000;99.65800;99658.00;99658;EUR;2021.23
00304908.001;02/03/2023;GESTAMP AUTOMOCION 30.04.26;XS1814065345;AS303257     Corp;EUR;100000.00000;94.52300;94523.00;94523;EUR;1101.39
00304908.001;02/03/2023;PUBLIC POWER 3.875% 2021-30.03.26;XS2314265237;BO457023     Corp;EUR;100000.00000;93.86900;93869.00;93869;EUR;1636.11
00304908.001;02/03/2023;SPA HLDGS 3.625 %-04.02.28;XS2319950130;BO455323     Corp;EUR;100000.00000;85.04600;85046.00;85046;EUR;1520.49
00304908.001;02/03/2023;SOFIMA HDLG 3.75%-15.01.28;XS2275090749;BM945751     Corp;EUR;100000.00000;86.74800;86748.00;86748;EUR;489.58
00304908.001;02/03/2023;DUFRY ONE 3.375% 2021-15.04.28;XS2333564503;BP067526     Corp;EUR;100000.00000;84.45600;84456.00;84456;EUR;1284.38
00304908.001;02/03/2023;TI AUTOMOTIVE FIN 3.75% 15.04.29;XS2331728126;BO943252     Corp;EUR;100000.00000;75.32100;75321.00;75321;EUR;1427.08
00304908.001;02/03/2023;ROLLS ROYCE 4.625 %-16.02.26;XS2244322082;ZO924656     Corp;EUR;200000.00000;98.06300;196126.00;196126;EUR;411.11
00304908.001;02/03/2023;AVIS BUDGET 4.125 % 15.11.24;XS1496337236;QZ624853     Corp;EUR;200000.00000;99.28800;198576.00;198576;EUR;2452.08
00304908.001;02/03/2023;ADIENT GLOBAL HOLDING 3.5% 15.08.24;XS1468662801;QZ096767     Corp;EUR;100000.00000;100.20800;100208.00;100208;EUR;145.03
00304908.001;02/03/2023;MPT 3.325% 24.03.2025;XS1523028436;AM838143     Corp;EUR;100000.00000;86.02800;86028.00;86028;EUR;3124.59
00304908.001;02/03/2023;FERRARI 1.50% - 16.3.23;XS1380394806;JK317927     Corp;EUR;100000.00000;99.95000;99950.00;99950;EUR;1442.47
00304908.001;02/03/2023;GRUPO ANTOLIN 3.375 % 30.04.26;XS1812087598;AS262653     Corp;EUR;150000.00000;84.95400;127431.00;127431;EUR;1715.63
00304908.001;02/03/2023;COTY 4.75% 15.04.2026;XS1801788305;AR860154     Corp;EUR;100000.00000;97.82800;97828.00;97828;EUR;1807.64
00304908.001;02/03/2023;NIDDA HLTHC HLD 3.5%-30.09.24;XS1690644668;AP172572     Corp;EUR;100000.00000;98.15700;98157.00;98157;EUR;1477.78
00304908.001;02/03/2023;ALSEA SA 7.75 % REGS-14.12.26;USP0R38AAA53;BS879295     Corp;USD;200000.00000;100.50000;201000.00;189663.6;EUR;3358.33
00304908.001;02/03/2023;BOMBARDIER 7.5% 15.3.2025;USC10602BA41;EK780258     Corp;USD;87000.00000;99.77100;86800.77;81905.21;EUR;3026.88
00304908.001;02/03/2023;THERMO FISHER SCIENTIFIC;US8835561023;TMO US Equity;USD;60.00000;548.75000;32925.00;31068.03;EUR;0.00
00304908.001;02/03/2023;TEVA PHARMA FIN 2.8%  21.07.2023;US88167AAD37;LW925827     Corp;USD;100000.00000;99.08000;99080.00;93491.89;EUR;318.89
00304908.001;02/03/2023;BERKSHIRE HATHAWAY;US0846707026;BRK/B US Equity;USD;100.00000;307.75000;30775.00;29039.29;EUR;0.00
00304908.001;02/03/2023;APPLE INC;US0378331005;AAPL US Equity;USD;210.00000;145.91000;30641.10;28912.94;EUR;0.00
00304908.001;02/03/2023;ADOBE;US00724F1012;ADBE UB Equity;USD;75.00000;333.56000;25017.00;23606.04;EUR;0.00
00304908.001;02/03/2023;TAP 5.625% 2019-02.12.2024;PTTAPDOM0005;ZQ672439     Corp;EUR;100000.00000;95.77500;95775.00;95775;EUR;953.13
00304909.001;02/03/2023;STENA INTERNATIONAL 5.75% 01.03.24;USL62788AA99;EK071818     Corp;USD;200000.00000;94.32000;188640.00;178000.7;EUR;31.94
00304909.001;02/03/2023;CEMEX 5.2% REGS 17.09.30;USP2253TJQ33;ZO479960     Corp;USD;200000.00000;91.74000;183480.00;173131.73;EUR;4766.67
00304909.001;02/03/2023;IHO 4.75% PIK 15.09.26;USD6710TAC48;QZ511266     Corp;USD;200000.00000;92.25000;184500.00;174094.2;EUR;2823.61
00304909.001;02/03/2023;ALTICE FRANCE 5.125% 15.07.29;USF0265PCZ92;BP055276     Corp;USD;200000.00000;77.00000;154000.00;145314.4;EUR;3900.69
00304909.001;02/03/2023;TITAN GLOB FIN. 2.375 %  16.11.24;XS1716212243;AP887059     Corp;EUR;100000.00000;97.49900;97499.00;97499;EUR;695.44
00304909.001;02/03/2023;MATTERHORN TEL 4% 2017-15.11.27;XS1720690889;AP998295     Corp;EUR;200000.00000;90.69900;181398.00;181398;EUR;2377.78
00304909.001;02/03/2023;SAMSONITE FINCO 3.5 % 10.05.26;XS1811792792;AS283900     Corp;EUR;300000.00000;93.18000;279540.00;279540;EUR;3120.83
00304909.001;02/03/2023;SIGMA HOLDCO 5.75% 15.05.26;XS1813504666;AS272228     Corp;EUR;200000.00000;80.77000;161540.00;161540;EUR;3418.06
00304909.001;02/03/2023;SOFTBANK GROUP 4% 20.04.23;XS1811213781;AS239820     Corp;EUR;300000.00000;99.69700;299091.00;299091;EUR;4400.00
00304909.001;02/03/2023;NIDDA HLTHC HLD 3.5%-30.09.24;XS1690644668;AP172572     Corp;EUR;100000.00000;98.15700;98157.00;98157;EUR;1477.78
00304909.001;02/03/2023;NOVAFIVES 5% 15.06.25;XS1713466222;AS141800     Corp;EUR;200000.00000;82.17600;164352.00;164352;EUR;2138.89
00304909.001;02/03/2023;THOMAS COOK GRP 6.25 % 15.6.22;XS1531306717;AL458635     Corp;EUR;100000.00000;0.65900;659.00;659;EUR;0.00
00304909.001;02/03/2023;ADLER  PELZER HLD 4.125% 01.04.24;XS1533914591;AM964783     Corp;EUR;100000.00000;83.35900;83359.00;83359;EUR;1730.21
00304909.001;02/03/2023;AXALTA CSDH 3.75% 15.01.25;XS1492656787;QZ543936     Corp;EUR;200000.00000;98.49700;196994.00;196994;EUR;979.17
00304909.001;02/03/2023;WEBUILD 5.875% 15.12.25;XS2271356201;BM906600     Corp;EUR;200000.00000;94.23600;188472.00;188472;EUR;2478.77
00304909.001;02/03/2023;ALTICE FRANCE 4% 15.07.29;XS2332975007;BP054280     Corp;EUR;200000.00000;76.00300;152006.00;152006;EUR;3044.44
00304909.001;02/03/2023;CONSTELLIUM 3.125%-15.07.29;XS2335148024;BP546795     Corp;EUR;200000.00000;79.84200;159684.00;159684;EUR;815.97
00304909.001;02/03/2023;AFFLELOU 4.25 %-19.05.26;XS2342910689;BP432479     Corp;EUR;400000.00000;93.09700;372388.00;372388;EUR;4863.89
00304909.001;02/03/2023;CHROME HOLDCO 3.5 % 31.05.28;XS2343000241;BP452316     Corp;EUR;100000.00000;81.74600;81746.00;81746;EUR;894.44
